image_id,healthy,multiple_diseases,rust,scab
Test_72,1.8224078246475983e-08,3.494703150863643e-06,1.1716348069512605e-07,0.9999964237213135
Test_73,0.9999568462371826,5.360647605812119e-07,4.248308323440142e-05,2.7352081133358297e-07
Test_74,0.014133010990917683,0.410891056060791,0.0006067452486604452,0.5743691921234131
Test_75,7.623482289886852e-09,0.05594635382294655,0.0012180805206298828,0.9428355693817139
Test_76,0.9993734955787659,5.565154026498931e-08,0.0006222222582437098,4.302563866076525e-06
Test_77,8.377093507760947e-08,3.684049943331047e-06,0.9999958276748657,3.742413241525355e-07
Test_78,1.8196483227575033e-16,4.2126626453864446e-07,8.087851135346602e-13,0.9999995231628418
Test_79,0.0018579540774226189,0.00023210431390907615,1.3741428119828925e-05,0.9978961944580078
Test_80,1.4989525327349304e-14,0.999487042427063,4.8562953452346846e-05,0.00046434029354713857
Test_81,0.5943779349327087,0.3535074293613434,0.012586938217282295,0.03952767327427864
Test_82,4.589067259530566e-07,3.958620072808117e-05,7.067452315823175e-06,0.9999529123306274
Test_83,3.305634654893197e-10,0.9467363953590393,0.009798342362046242,0.043465182185173035
Test_84,3.7453232182294016e-10,0.0002323810913367197,8.80795170132842e-09,0.9997676014900208
Test_85,5.080012488178909e-05,0.00037836204865016043,2.474888844972156e-07,0.9995705485343933
Test_86,9.2755935311023e-14,3.0818884511063516e-07,0.9999996423721313,4.12352834169849e-12
Test_87,5.5181048992380966e-06,0.9756388068199158,0.001534772920422256,0.02282099239528179
Test_88,2.7024931771590932e-14,5.410593803389929e-05,8.275764074028302e-09,0.999945878982544
Test_89,1.9576618797145784e-06,0.002726397244259715,0.0005155163235031068,0.9967561364173889
Test_90,1.3058226355883655e-17,2.6940949471310205e-11,1.0,2.1776438862387772e-16
Test_91,0.9999830722808838,3.0573455660487525e-06,5.965578566247132e-06,7.853339411667548e-06
Test_92,0.9999871253967285,8.92598350787921e-09,1.1001950042555109e-05,1.9046747183892876e-06
Test_93,9.611291762468e-10,1.514053224127565e-06,0.9999984502792358,1.8641455566681397e-12
Test_94,1.405808247589846e-10,6.379038950399263e-07,2.1982657916197468e-09,0.9999994039535522
Test_95,0.9980475902557373,1.5984619494702201e-07,0.001950372476130724,1.8582090888230596e-06
Test_96,1.8271171938977204e-05,3.103558628936298e-05,2.4716473490116186e-06,0.999948263168335
Test_97,0.9859005808830261,3.388325058040209e-05,0.013335099443793297,0.000730440835468471
Test_98,2.6200501729127523e-13,0.0116574103012681,6.478552139199678e-10,0.9883425831794739
Test_99,5.476723963226959e-09,0.0007127742865122855,1.0016789929068182e-05,0.9992771744728088
Test_100,2.9913574395301623e-10,6.940644652786432e-06,2.5968825614203217e-12,0.999993085861206
Test_101,0.7462936639785767,0.0006253796746022999,0.002473518718034029,0.25060752034187317
Test_102,1.655097747743639e-07,0.0009296882781200111,1.0768149877549149e-05,0.9990593791007996
Test_103,0.9992257356643677,8.094599479591125e-07,7.995473652044893e-07,0.0007726341718807817
Test_104,3.1101705412484026e-13,5.089987826067954e-05,3.143753313228359e-10,0.9999490976333618
Test_105,6.775021120120073e-06,2.601593041617889e-05,9.79810101853218e-06,0.9999574422836304
Test_106,0.707934558391571,0.0001231327187269926,0.2919372618198395,5.035199137637392e-06
Test_107,2.9757692569977326e-15,2.3787371901562437e-05,0.9999760389328003,9.860798400040949e-08
Test_108,1.2357743628399476e-07,0.0016997646307572722,8.637015525891911e-06,0.9982914328575134
Test_109,0.11118986457586288,0.15575067698955536,0.13056334853172302,0.6024961471557617
Test_110,0.9985889792442322,3.1851868698140606e-05,0.001028358587063849,0.0003507411165628582
Test_111,0.0005124048911966383,0.002294246107339859,0.025464391335844994,0.9717289805412292
Test_112,4.655640282180684e-07,0.012461678124964237,0.987528920173645,8.998074918054044e-06
Test_113,1.6735270037315786e-05,0.7311479449272156,0.0002325686946278438,0.26860272884368896
Test_114,2.3566884561582935e-20,9.234259778168052e-06,5.0301501630656276e-08,0.999990701675415
Test_115,0.13355466723442078,0.0016836049035191536,0.845855176448822,0.01890658214688301
Test_116,9.627386388100234e-11,0.0017828538548201323,0.9981110095977783,0.00010612155892886221
Test_117,3.5247217056166846e-06,0.00025595547049306333,0.9997404217720032,9.755652286003169e-08
Test_118,6.025244658758311e-08,6.7032106016995385e-06,0.9999932050704956,7.582295680208517e-09
Test_119,0.9999473094940186,4.9514477723278105e-05,1.8794821698975284e-06,1.3216948673289153e-06
Test_120,2.903563256495545e-08,9.53898506850237e-06,0.9999904632568359,8.39688052423071e-09
Test_121,7.392743100353982e-06,0.030325161293148994,0.0675579234957695,0.9021095037460327
Test_122,4.721649182748422e-10,0.022097567096352577,0.9779022932052612,1.57061137429082e-07
Test_123,5.585250144324316e-13,0.009358149021863937,0.9906418919563293,2.3346499733456483e-10
Test_124,2.850211400229341e-09,1.7644644003667054e-06,1.123402898484116e-10,0.9999982118606567
Test_125,1.0486979817869724e-06,7.115022162906826e-05,4.591961300093317e-08,0.9999277591705322
Test_126,0.9998995065689087,6.397814559022663e-06,4.60110095445998e-05,4.80172093375586e-05
Test_127,3.427566753089195e-06,6.9155926212260965e-06,3.530674064222694e-08,0.9999896287918091
Test_128,4.900313754774288e-08,0.007025367114692926,0.02873704954981804,0.9642375111579895
Test_129,7.1500396714441194e-09,0.13184812664985657,0.007337410468608141,0.8608145117759705
Test_130,4.6598458802011265e-15,9.299304437604405e-09,1.4165457137360962e-14,1.0
Test_131,3.739838733834988e-12,2.9842418371117674e-05,9.200099709838483e-11,0.9999701976776123
Test_132,0.9999990463256836,6.465482593753791e-10,9.568555014993763e-07,1.932126236781073e-09
Test_133,1.3026584215911664e-17,1.7292524745471383e-08,1.1439063485639079e-15,1.0
Test_134,0.9947676658630371,0.00017259197193197906,0.0008255411521531641,0.004234262276440859
Test_135,2.2474787330674373e-13,0.0010815291898325086,0.9989184141159058,1.0651357484903201e-07
Test_136,7.354319930819031e-10,1.5856401205383008e-06,5.999666097267209e-09,0.9999984502792358
Test_137,1.1013260615977405e-11,1.8002103388425894e-05,0.9999819993972778,1.602219051877185e-10
Test_138,0.680726945400238,7.341778109548613e-05,0.3191819190979004,1.7784632291295566e-05
Test_139,0.9996412992477417,5.677783701685257e-05,0.00023949382011778653,6.239984213607386e-05
Test_140,0.6651461720466614,0.0010056992759928107,0.042167190462350845,0.29168087244033813
Test_141,7.0703212300691e-15,1.8027171422296817e-10,1.11345962221991e-14,1.0
Test_142,3.400348447257784e-09,7.069485582178459e-05,1.4146428384265164e-07,0.9999291896820068
Test_143,1.2281047020223923e-05,0.24576930701732635,2.0937745830451604e-06,0.7542163133621216
Test_144,1.0,1.0523903970494075e-10,1.3006774546298061e-09,1.4064220899001612e-08
Test_145,7.655401720967601e-16,3.7457305097632343e-06,9.30437909878179e-13,0.9999963045120239
Test_146,3.189809527626153e-11,0.0025588604621589184,0.9974410533905029,1.3032283163738612e-07
Test_147,0.0004435304435901344,0.8834496736526489,0.08749693632125854,0.02860984206199646
Test_148,0.9869693517684937,2.7165919163962826e-05,0.00015496643027290702,0.012848510406911373
Test_149,4.981738129572477e-06,0.006830972153693438,0.983881950378418,0.009281996637582779
Test_150,2.7435388005869754e-07,8.360891712300145e-08,5.371183497970833e-09,0.9999996423721313
Test_151,2.1893455802306463e-17,6.553416143084689e-10,1.0,3.0395620611125326e-15
Test_152,1.651706115629592e-12,0.00020122164278291166,0.9997988343238831,4.961763000466135e-09
Test_153,2.2832591373145306e-10,4.026256647193804e-06,1.528292825625499e-09,0.9999959468841553
Test_154,1.0440321567342647e-12,0.9976432919502258,0.0023561541456729174,5.226390840107342e-07
Test_155,0.013972710818052292,0.05901424586772919,0.9256609678268433,0.0013520870124921203
Test_156,1.1188799220462897e-08,0.00032915364135988057,3.811431042777258e-06,0.9996670484542847
Test_157,0.00018385969451628625,0.0015311716124415398,7.850925612729043e-06,0.9982770681381226
Test_158,1.305676100571418e-08,2.3795948891347507e-06,1.1544278866182367e-09,0.999997615814209
Test_159,0.00030244814115576446,0.06832701712846756,0.9226400256156921,0.00873055774718523
Test_160,0.9999890327453613,3.057222102142987e-07,4.644093678507488e-06,6.003682301525259e-06
Test_161,2.3260908754707543e-09,0.00011429577716626227,2.733059545789729e-06,0.9998829364776611
Test_162,5.9602339064213083e-08,4.530112107659079e-07,0.9999995231628418,1.1812770761565616e-09
Test_163,5.364983124422906e-08,2.6680892915464938e-05,0.9999732971191406,9.456004868013679e-09
Test_164,7.23356642993167e-05,0.020078014582395554,7.731176083325408e-06,0.979841947555542
Test_165,3.9368304678256765e-16,8.7339763865657e-08,1.8386439153963638e-14,0.9999998807907104
Test_166,0.00044794235145673156,1.0256832183586084e-06,0.9995508790016174,7.962096759683845e-08
Test_167,4.423089094984789e-08,0.00035822007339447737,0.9996389150619507,2.890534688049229e-06
Test_168,4.337190873116015e-08,0.1966603398323059,2.9109072784194723e-05,0.8033105134963989
Test_169,0.00021288570133037865,4.0971463022287935e-05,0.9997460246086121,6.215906722673026e-08
Test_170,5.196740858082194e-06,0.24441848695278168,0.000493639730848372,0.7550827264785767
Test_171,1.6822473298816476e-06,4.327694114181213e-06,0.9999929666519165,1.1238171282457188e-06
Test_172,2.11247538572934e-06,0.018565211445093155,0.9814326167106628,4.770475570126109e-08
Test_173,1.2292739484109916e-06,5.457674774334009e-07,0.9999982118606567,3.619321731207492e-09
Test_174,2.1609603209071793e-06,5.188036084291525e-05,2.7576176009347364e-08,0.999945878982544
Test_175,0.8664605021476746,0.0007100595394149423,0.13076500594615936,0.002064425265416503
Test_176,2.7197377683307877e-10,1.673803672019858e-05,0.9999778270721436,5.474304089148063e-06
Test_177,5.548445383696254e-12,1.7159589305038025e-08,3.81059306287998e-13,1.0
Test_178,1.439344206871751e-18,5.569122940585203e-11,3.3044624038830136e-16,1.0
Test_179,0.0006634134915657341,0.031178578734397888,0.9481067657470703,0.020051198080182076
Test_180,5.692299964721315e-06,0.01386918406933546,0.9861246943473816,3.2060879107120854e-07
Test_181,1.0359386806158e-06,0.0016096436884254217,5.268310815154109e-06,0.9983841180801392
Test_182,2.2428351087455667e-07,0.04655107855796814,0.9534273743629456,2.1278829080983996e-05
Test_183,0.9843921661376953,1.1832559039248736e-06,0.015604790300130844,1.8805725403581164e-06
Test_184,0.3297518491744995,0.00013238441897556186,0.000561269058380276,0.6695545315742493
Test_185,1.9775832083013256e-09,6.947663496248424e-05,4.509669970786945e-09,0.9999305009841919
Test_186,0.009410019032657146,0.0007981507806107402,0.00044490364962257445,0.9893469214439392
Test_187,3.043222030507024e-19,1.954828743322423e-09,1.0,3.0310485064899e-17
Test_188,1.1081259174150482e-11,6.274130441852321e-07,0.9999994039535522,1.6985235917407748e-12
Test_189,0.9998852014541626,1.663248649919069e-09,0.0001148267911048606,1.0269308070576244e-08
Test_190,1.7067021702437567e-16,0.033209122717380524,0.9667909145355225,4.9840732235795215e-11
Test_191,1.2386639491879237e-09,0.00018970167730003595,0.9998102784156799,1.3270713417057323e-09
Test_192,0.04933920130133629,0.1343512237071991,0.8147361278533936,0.001573457382619381
Test_193,2.783478691981145e-08,4.476594040170312e-05,0.9999551773071289,7.554749048566123e-10
Test_194,3.816784735488632e-11,0.00898372195661068,0.9910162687301636,8.469651369136244e-11
Test_195,0.9952658414840698,2.3626425900147296e-05,0.004700853955000639,9.769928510650061e-06
Test_196,8.899487813351925e-10,2.3042432076181285e-05,4.950184706586924e-10,0.9999769926071167
Test_197,1.6931708159972914e-05,0.00011842606909340248,0.9973541498184204,0.002510533668100834
Test_198,1.9631688635834976e-11,2.6097472982655745e-06,6.075703828933854e-11,0.9999973773956299
Test_199,2.2867630011802476e-09,4.0853454265743494e-05,0.9999591112136841,4.4478611765930154e-11
Test_200,6.560118890774902e-06,0.004435085691511631,0.9946203231811523,0.00093802873743698
Test_201,4.0244130944389056e-11,2.5619108782848343e-05,1.7588980272265076e-10,0.9999743700027466
Test_202,0.0011846227571368217,0.1336648017168045,0.6618830561637878,0.20326749980449677
Test_203,7.747270380775717e-09,7.156722858780995e-05,0.9999284744262695,1.2733488041760666e-08
Test_204,1.2071027228992282e-13,2.9204259135440225e-06,1.4071297078921408e-11,0.9999971389770508
Test_205,1.0932361266258184e-10,2.853115006473672e-07,1.1739095806539979e-10,0.9999997615814209
Test_206,2.272260019031691e-10,1.6272661014227197e-06,8.867429013292849e-11,0.9999983310699463
Test_207,0.002314457669854164,0.010705838911235332,0.9821972846984863,0.0047823661006987095
Test_208,4.202134005026892e-05,0.0006363819120451808,2.7277196750219446e-06,0.9993188381195068
Test_209,5.513590885936059e-12,0.01542219240218401,0.9845492839813232,2.855871571227908e-05
Test_210,1.4904659746405136e-17,6.033870625365978e-10,1.611442793587619e-17,1.0
Test_211,0.0007657214300706983,0.2754887640476227,0.6979414224624634,0.025804150849580765
Test_212,7.146960974424577e-13,1.0416489892861591e-09,1.0,1.9145668665905557e-13
Test_213,2.917984051001993e-13,0.0825360119342804,0.9174639582633972,6.677956854161948e-09
Test_214,1.6223657413696503e-14,5.659774615196511e-06,0.9999943971633911,2.7404592484181478e-11
Test_215,2.4915651139489903e-11,0.000497229106258601,6.945935493440913e-11,0.9995027780532837
Test_216,0.9999939203262329,7.70099983782302e-09,6.105227384978207e-06,3.373327928102299e-08
Test_217,8.39949203940149e-12,3.144324978165969e-07,4.132309078253016e-11,0.9999996423721313
Test_218,0.9976928234100342,4.406886546348687e-06,0.0022159619256854057,8.687866647960618e-05
Test_219,0.9948029518127441,8.450224413536489e-07,0.005186181515455246,1.0092488992086146e-05
Test_220,2.0508886879348417e-15,5.16353670931835e-09,1.8458121858223875e-14,1.0
Test_221,1.3055550418528128e-08,0.0003353091888129711,5.416669779378935e-09,0.9996646642684937
Test_222,1.76484888925188e-07,2.5615932827349752e-05,0.9999724626541138,1.8399919099465478e-06
Test_223,1.1937728366592792e-12,3.0309697649499867e-06,0.9999970197677612,3.3056463816238946e-11
Test_224,1.8408707891381937e-10,0.0012193017173558474,0.006637522019445896,0.9921431541442871
Test_225,0.9999957084655762,3.904860079728678e-08,3.981823283538688e-06,3.2738861932557484e-07
Test_226,1.3773170768499078e-15,0.000575499958358705,0.9994245767593384,1.5168235591167534e-12
Test_227,1.0834269679321773e-12,8.382849614463339e-08,1.5562252875245264e-10,0.9999998807907104
Test_228,4.224423921783682e-09,2.4716879210018305e-08,1.0,9.587736160554527e-11
Test_229,4.514933132221399e-12,7.845116670068819e-06,0.9999921321868896,1.0372439795958144e-08
Test_230,9.196355970578912e-14,4.643625857170264e-07,1.0276442023726684e-11,0.9999995231628418
Test_231,6.063912935151683e-14,1.9549666330220816e-09,1.807847491500092e-14,1.0
Test_232,1.0,1.6631206828376932e-11,1.9857349542462543e-08,1.3823764355436197e-09
Test_233,0.9574562907218933,0.0007435213774442673,0.04139437898993492,0.00040574860759079456
Test_234,2.180325431311303e-08,0.002847006544470787,1.5402730468849768e-07,0.9971528053283691
Test_235,7.780613836999876e-16,2.253000008778372e-09,1.6872571048653917e-14,1.0
Test_236,3.655273566466333e-12,0.008520460687577724,1.9997693016193807e-05,0.9914594888687134
Test_237,1.035572952192451e-15,6.0203376051504165e-05,2.5163720066001538e-11,0.9999397993087769
Test_238,5.1030542671895024e-20,1.808912929845974e-05,0.9999818801879883,1.0149784048711467e-14
Test_239,3.0206746259864303e-07,9.51691617956385e-05,0.9999043941497803,7.747856045625667e-08
Test_240,1.5706236224793946e-12,1.1896197094074523e-07,0.9999998807907104,2.197909043622718e-14
Test_241,7.18965442736419e-11,0.005873847287148237,0.9941218495368958,4.2397073229949456e-06
Test_242,2.6617629202640124e-15,6.947989961147982e-10,1.9451293717505315e-16,1.0
Test_243,0.9999988079071045,2.4632464956653166e-08,1.2061019560860586e-06,4.1153831453755174e-09
Test_244,2.2911228469979505e-08,0.0003966358199249953,1.4326703023925802e-07,0.9996032118797302
Test_245,8.477119990857318e-05,0.05430709570646286,0.9455857276916504,2.2448213712777942e-05
Test_246,1.0550331719372252e-09,6.091672162256145e-07,2.4764784667397066e-10,0.9999994039535522
Test_247,2.114954622124823e-18,5.075110331986821e-10,2.7593168628521477e-17,1.0
Test_248,6.908395383531385e-11,9.149757534032688e-05,2.0779098441892074e-09,0.999908447265625
Test_249,0.00016294523084070534,0.0010370865929871798,0.9962543249130249,0.0025456321891397238
Test_250,0.9999862909317017,8.765570669311273e-07,1.2748485460178927e-05,9.929864575042302e-08
Test_251,0.5314354300498962,0.2963142991065979,0.0010882093338295817,0.17116203904151917
Test_252,6.0988768382230774e-05,0.0036410177126526833,0.9859902858734131,0.010307705961167812
Test_253,1.3790928306018496e-13,1.42206249620358e-06,4.149509069684143e-10,0.9999985694885254
Test_254,4.888602802566311e-07,0.1297110766172409,1.0696530807763338e-05,0.8702777624130249
Test_255,6.427357135407874e-08,0.0005331384600140154,3.0283692353805236e-07,0.9994664788246155
Test_256,8.90021389921003e-09,8.671125215187203e-06,1.141045258279405e-09,0.9999912977218628
Test_257,0.9999986886978149,1.9431369935318799e-07,1.1021971886293613e-06,3.6195810793060446e-08
Test_258,0.004711687099188566,0.16320659220218658,0.8318221569061279,0.000259480148088187
Test_259,0.00031268445309251547,0.00634759571403265,0.006854213308542967,0.986485481262207
Test_260,0.0029060756787657738,0.0020779070910066366,0.002077884040772915,0.9929381012916565
Test_261,8.108286486674388e-09,0.002228626050055027,0.9977704286575317,9.003853165268083e-07
Test_262,2.9597893025368194e-09,3.026767387837026e-07,4.8103784844322206e-11,0.9999996423721313
Test_263,0.9999902248382568,8.421165631489202e-08,8.58761904964922e-06,1.0337985258956905e-06
Test_264,0.9818481206893921,3.08883682009764e-06,0.018023712560534477,0.00012515857815742493
Test_265,1.268410550203658e-11,9.373292414238676e-06,0.9999905824661255,3.169761328414289e-11
Test_266,7.625479024261916e-13,8.062042589074281e-09,4.3916831434474835e-13,1.0
Test_267,1.0,1.2405843019536178e-10,5.334743202745074e-10,1.0802057026637613e-09
Test_268,1.201817948816037e-14,0.27397459745407104,0.7260224223136902,3.0232558856368996e-06
Test_269,0.9169806838035583,0.021078942343592644,0.044923268258571625,0.017017081379890442
Test_270,9.906382870594683e-21,4.6663124753099083e-11,1.6877638122167123e-20,1.0
Test_271,3.957727130909916e-06,4.0300266846315935e-05,8.20209170342423e-05,0.9998737573623657
Test_272,4.0779990495565244e-10,0.29435843229293823,0.7056376934051514,3.885799287672853e-06
Test_273,0.9999994039535522,4.752165949639675e-08,4.321381084082532e-07,8.611399238134254e-08
Test_274,2.359172857069325e-10,7.733119127806276e-05,0.9999215602874756,1.0434648629598087e-06
Test_275,1.3971792583091923e-15,0.0001125859998865053,0.9998873472213745,9.900981944033216e-13
Test_276,1.8957524352408717e-12,1.630739689062466e-06,1.0304496839141919e-11,0.9999983310699463
Test_277,1.5347362866246356e-14,2.232643225852371e-08,1.3022611146992075e-13,1.0
Test_278,4.4897549567046724e-10,0.00021091823873575777,3.989770291923378e-09,0.9997890591621399
Test_279,0.9987824559211731,8.882168185664341e-05,0.00013395579298958182,0.0009947229409590364
Test_280,4.939218522029276e-13,1.9361056757816186e-08,5.695726008891899e-14,1.0
Test_281,9.039789045355712e-14,5.5475677385175004e-08,1.385317425009469e-12,1.0
Test_282,5.314939460765444e-12,0.999534010887146,0.000464970973553136,1.0770444305308047e-06
Test_283,5.006635106497015e-10,0.0011684856144711375,0.9988313317298889,2.188164387462166e-07
Test_284,6.430807492421864e-13,7.76918932388071e-06,0.9999922513961792,4.446244414313405e-11
Test_285,5.4398881775032104e-14,1.3315348823539352e-09,9.884552621937728e-16,1.0
Test_286,3.4822394967548576e-10,5.788727719391318e-08,2.5014683033286467e-11,1.0
Test_287,2.912194479163556e-14,0.004518479108810425,7.938269118312746e-05,0.9954020977020264
Test_288,5.278898338058768e-18,2.558740561653394e-07,2.071425425257496e-15,0.9999997615814209
Test_289,8.339054273498459e-13,1.0177915399367521e-08,3.455332808072198e-13,1.0
Test_290,4.8448431932968106e-09,1.858840732893441e-05,0.9999814033508301,3.132307607733864e-11
Test_291,2.8728113095864705e-13,9.528536537573018e-08,0.9999998807907104,2.949339036883991e-11
Test_292,0.7226439118385315,0.22073207795619965,0.03297899663448334,0.02364508807659149
Test_293,4.761419631904573e-07,0.0010330361546948552,0.9989664554595947,1.927711146265665e-08
Test_294,0.09681124240159988,0.0003898329450748861,0.9015756845474243,0.0012232887092977762
Test_295,9.125213864535908e-07,0.0070067280903458595,0.9928905963897705,0.00010177824879065156
Test_296,4.7566366845330776e-08,8.20765271782875e-05,4.418424737195892e-07,0.9999173879623413
Test_297,0.00011581862781895325,0.5426602363586426,0.0012912692036479712,0.4559326469898224
Test_298,8.02806971478276e-06,0.9859926104545593,0.006867400836199522,0.007132065016776323
Test_299,3.155403022203629e-12,0.05803922563791275,3.353442707521026e-06,0.9419573545455933
Test_300,0.0002851993776857853,0.0005820983205921948,0.0769146978855133,0.9222179651260376
Test_301,0.9900602102279663,0.004193475935608149,0.00038365996442735195,0.0053625707514584064
Test_302,7.958342392808612e-17,7.99906047177501e-07,2.452767264467248e-13,0.9999991655349731
Test_303,0.963477373123169,0.013495859690010548,0.0001991375902434811,0.022827675566077232
